0	1
1	1
0	2
1	2
2	3
5	3
7	3
10	3
12	3
13	3
3	4
15	4
16	4
17	4
18	4
19	4
4	5
20	5
21	5
22	5
23	5
24	5
25	5
26	5
27	5
28	5
6	6
29	6
8	7
30	7
9	8
31	8
32	8
33	8
34	8
35	8
36	8
37	8
38	8
39	8
40	8
41	8
42	8
11	9
43	9
44	9
45	10
46	10
47	10
48	10
49	10
50	10
51	10
52	10
53	10
54	11
55	11
56	11
57	12
58	12
59	12
14	13
60	13
61	13
62	13
63	14
65	14
64	15
66	15
67	16
68	16
69	16
70	16
71	16
72	16
73	16
74	16
75	16
76	17
77	17
78	17
79	17
80	17
81	17
82	17
83	17
84	17
85	17
86	17
87	17
88	17
89	17
90	17
91	17
92	17
93	17
94	17
95	17
96	17
97	17
98	17
99	17
